Book ID,Title,Sort Character,Primary Author,Primary Author Role,Secondary Author,Secondary Author Role,Publication,Date,Review,Rating,Comment,Private Comment,Summary,Media,Physical Description,Weight,Height,Thickness,Length,Dimensions,Page Count,LCCN,Acquired,Date Started,Date Read,Barcode,BCID,Tags,Collections,Languages,Original Languages,LC Classification,ISBN,ISBNs,Subjects,Dewey Decimal,Dewey Wording,Other Call Number,Copies,Source,Entry Date,From Where,OCLC,Work id,Lending Patron,Lending Status,Lending Start,Lending End
123223627,Between the Absolute and the Arbitrary,1,"Elgin, Catherine Z.",Author,,,"Cornell University Press (1997), Edition: NULL, 224 pages",1997,,4,,,Between the Absolute and the Arbitrary by Catherine Z. Elgin (1997),Paperback,224 p.; 8.13 inches,,8.13 inches,0.55 inches,5.42 inches,8.13 x 5.42 x 0.55 inches,224 ,,,,,,,"philosophy, metaphysics, nature of man, metaethics, ethics, naturalism, teleology",Your library,English,English,B945 .E413,[0801483999],"[0801483999, 9780801483998]",,121,Epistemology > Philosophy Of Humanity > Philosophy and Psychology,,1,amazon.com books,2015-11-10,,,2345311,,,,
123223646,Unrugged Individualism: The Selfish Basis of Benevolence,1,"Kelley, David",Author,,,"The Objectivist Center (2003), Edition: 2 Revised, 52 pages",2003,,4,,,Unrugged Individualism: The Selfish Basis of Benevolence by David Kelley (2003),Paperback,52 p.; 5.5 x 0.25 inches,,0.25 inches,8.5 inches,5.5 inches,0.25 x 5.5 x 8.5 inches,52 ,,,,,,,"philosophy, metaethics, epistemology, fact and value",Your library,English,English,BJ1474,[1577240669],"[1577240669, 9781577240662]",,170,Ethics > Ethics -- Subdivisions > Philosophy and Psychology,,1,amazon.com books,2015-11-10,,,314529,,,,
123223671,Loving Life: The Morality of Self-Interest and the Facts that Support It,1,"Biddle, Craig",Author,,,"Glen Allen Pr Llc (2002), 160 pages",2002,,4,,,Loving Life: The Morality of Self-Interest and the Facts that Support It by Craig Biddle (2002),Paperback,160 p.; 5.5 x 0.25 inches,0.45 pounds,0.25 inches,8.25 inches,5.5 inches,0.25 x 5.5 x 8.25 inches,160 ,,,,,,,"philosophy, ethics, virtue, benevolence, self-interest, objectivism, charity",Your library,English,English,,[0971373701],"[0971373701, 9780971373709]",Egoism|Self-interest,158,Applied Psychology > Philosophy and Psychology > Psychology,,1,amazon.com books,2015-11-10,,,1154325,,,,
123223685,utilitarianism [ library of liberal arts edition],1,"mill, john stuart [edited by oskar piest]",Author,,,"Liberal Arts Press (1957), Edition: 2nd Revised, 79 pages",1957,,,,,utilitarianism [ library of liberal arts edition] by john stuart [edited by oskar piest] mill (1957),Paperback,79 p.; 8 inches,0.25 pounds,8 inches,0.3 inches,5.3 inches,8 x 5.3 x 0.3 inches,79 ,,,,,,,"philosophy, ethics, virtue, self-interest, objectivism, life, living, happiness",Your library,English,English,B1571 .M6,,,Liberty|Representative government and representation|Utilitarianism,171.5,Ethics > Philosophy and Psychology > Theories of Ethics  > Utilitarianism,,1,amazon.com books,2015-11-10,,,3617,,,,
123223718,The Psychopathology of Everyday Life. The Standard Edition,5,"Freud, Sigmund",Author,"Tyson, Alan|Strachey, James",Translator|Editor,"Norton (1965), Edition: Standard Edition, 310 pages",1965,,,,,The Psychopathology of Everyday Life. The Standard Edition by Sigmund Freud (1965),Paperback,310 p.; 6.9 inches,0.45 pounds,6.9 inches,0.8 inches,4.2 inches,6.9 x 4.2 x 0.8 inches,310 ,,,,,,,"psychology, social sciences, freud",Your library,,German,BF173 .F825,[0393006115],"[0393006115, 9780393006117]","Association of ideas|Freud, Sigmund, 1856-1939|Human behavior|Memory|Paragrammatism|Psychoanalysis|Psychology, Pathological|Repression (Psychology)|psychoanalysis",157,Philosophy and Psychology > Psychology > Psychopathology [No Longer Used],,1,amazon.com books,2015-11-10,,,104908,,,,
123223738,People of the Lie: The Hope for Healing Human Evil,1,"Peck, M. Scott",Author,,,"Touchstone (1998), Edition: 2, 272 pages",1998,,5,,,People of the Lie: The Hope for Healing Human Evil by M. Scott Peck (1998),Paperback,272 p.; 5.31 inches,0.49 pounds,5.31 inches,8.25 inches,0.8 inches,5.31 x 0.8 x 8.25 inches,272 ,,,,,,,"psychology, ethics, evil, devil, christianity, theory of evil",Your library,English,English,BF51 .P43,[0684848597],"[0684848597, 9780684848594]","Good and evil > Psychological aspects|Psychiatry and religion|Psychology and religion|Psychology, Pathological",616.89,Diseases of nervous system > Medicine > Pathology; Diseases; Treatment  > Technology,,1,amazon.com books,2015-11-10,,,98795,,,,
123223776,Abnormal Psychology,1,"Martin, Barclay",Author,,,"Scott Foresman & Co ,U.S. (1973), 175 pages",1973,,,,,Abnormal Psychology by Barclay Martin (1973),Paperback,175 p.,1.11 pounds,,,,,175 ,,,,,,,"psychology, abnormal psychology, evil",Your library,English,English,,[0673050149],"[0673050149, 9780673050144]",,,,,1,amazon.com books,2015-11-10,,,16747890,,,,
123223802,"Philosophy of John Dewey, The: The Lived Experience",1,,,,,Capricorn Books (1973),1973,,,,,"Philosophy of John Dewey, The: The Lived Experience (1973)",Hardcover,,,,,,,,,,,,,,"philosophy, phenomenology, experience, art, education, epistemology",Your library,,,,,,,,,,1,amazon.com books,2015-11-10,,,14567190,,,,
123224032,How We Think (Barnes & Noble Library of Essential Reading),1,"Dewey, John",Author,"Gutek, Gerald L.",Introduction,"Barnes & Noble (2005), Edition: Reprint, 208 pages",2005,,,,,How We Think (Barnes & Noble Library of Essential Reading) by John Dewey (2005),Paperback,208 p.; 8.2 inches,0.55 pounds,8.2 inches,0.4 inches,5.3 inches,8.2 x 5.3 x 0.4 inches,208 ,,,,,,,"philosophy, phenomenology, experience, art, education, epistemology",Your library,English,English,BF441 .D43,[0760770387],"[0760770387, 9780760770382]",Educational psychology|Thought and thinking,153.42,Cognition And Memory > Critical Thinking > Judgment And Reason > Philosophy and Psychology > Psychology,,1,amazon.com books,2015-11-10,,,252954,,,,
123224054,Ideas: General Introduction to Pure Phenomenology,1,"Husserl, Edmund",Author,,,"COLLIER MACMILLAN BOOKS (1967), Edition: 2nd printing",1967,,,,,Ideas: General Introduction to Pure Phenomenology by Edmund Husserl (1967),Paperback,6.9 inches,0.6 pounds,6.9 inches,0.9 inches,4.2 inches,6.9 x 4.2 x 0.9 inches,,,,,,,,"philosophy, phenomenology, experience, art, education, epistemology",Your library,,,B3279 .H93,,,Phenomenology,142.7,Critical Philosophy  > Existentialism And Phenomenolgy > Philosophical Systems > Philosophy and Psychology,,1,amazon.com books,2015-11-10,,,97407,,,,
123224063,Adieux,1,"Beauvoir, Simone de",Author,,,"Pantheon (1984), 453 pages",1984,,,,,Adieux by Simone de Beauvoir (1984),Hardcover,453 p.; 9.2 inches,1.65 pounds,9.2 inches,1.5 inches,6.1 inches,9.2 x 6.1 x 1.5 inches,453 ,,,,,,,"philosophy, phenomenology",Your library,English,English,PQ2637 .A82,[0394530357],"[0394530357, 9780394530352]","Authors, French > 20th century > Biography|Authors, French > Biography|Beauvoir, Simone de, 1908-1986|Sartre, Jean-Paul, 1905-1980|Sartre, Jean-Paul, 1905-1980 > Interviews",848.91409,"Authors, French and French miscellany > Early 20th Century 1901- > French > Literature",,1,amazon.com books,2015-11-10,,,106018,,,,
123224192,A Very Easy Death,3,"Beauvoir, Simone de",Author,"O'Brian, Patrick",Translator,"Putnam's (1966), Edition: 1st, 106 pages",1966,,,,,A Very Easy Death by Simone de Beauvoir (1966),Hardcover,106 p.; 8.43 inches,0.7 pounds,8.43 inches,0.55 inches,5.67 inches,8.43 x 5.67 x 0.55 inches,106 ,,,,,,,"philosophy, phenomenology, existentialism",Your library,English,English,PQ2603 .E362,[0233958657],"[0233958657, 9780233958651]","Authors, French > 20th century > Family relationships|Authors, French > Family relationships|Beauvoir, Simone de, 1908- > Family|Beauvoir, Simone de, 1908-1986 > Family|Mothers > France > Biography",848.91409,"Authors, French and French miscellany > Early 20th Century 1901- > French > Literature",,1,amazon.com books,2015-11-10,,,2943824,,,,
123224243,"Between man and man. With an afterword by the author on ""The history of the dialogical principle.""",1,"Buber, Martin, 1878-1965",Author,,,Macmillan (1978),1978,,,,,"Between man and man. With an afterword by the author on ""The history of the dialogical principle."" by Martin Buber, 1878-1965 (1978)",Paperback,7 inches,0.4 pounds,7 inches,0.7 inches,4.2 inches,7 x 4.2 x 0.7 inches,,,,,,,,"philosophy, phenomenology, existentialism, social sciences, society",Your library,English,,B29 .B78,,,Dialectic (Theology)|Dialectical theology|Education|Human beings|Man|education|man,193,German > Modern western philosophy > Philosophy and Psychology,,1,amazon.com books,2015-11-10,,,163283,,,,
123224318,Social and Political Philosophy: Readings From Plato to Gandhi,1,"Somerville, John",Author,,,"Anchor (1963), Edition: 8.7.1963, 560 pages",1963,,,,,Social and Political Philosophy: Readings From Plato to Gandhi by John Somerville (1963),Paperback,560 p.; 5.1 inches,0.92 pounds,5.1 inches,8 inches,1.2 inches,5.1 x 1.2 x 8 inches,560 ,,,,,,,"philosophy, phenomenology, existentialism, social sciences, society",Your library,English,English,H51 .S63,[0385012381],"[0385012381, 9780385012386]",Political science > History > Sources|Political science > Sources|Social sciences > History > Sources|Social sciences > Sources,170,Ethics > Ethics -- Subdivisions > Philosophy and Psychology,,1,amazon.com books,2015-11-10,,,315264,,,,
123224345,"Dialectic of Enlightenment 1st (first) Edition by Horkheimer, Max, Adorno, Theodor W. published by Continuum (1969)",1,,,,,"Continuum, Edition: First Edition",?,,,,,"Dialectic of Enlightenment 1st (first) Edition by Horkheimer, Max, Adorno, Theodor W. published by Continuum (1969) (?)",Paperback,7 inches,,7 inches,1.5 inches,5 inches,7 x 5 x 1.5 inches,,,,,,,,"philosophy, social sciences, politics, social philosophy",Your library,,German,B3279 .H8473,,,Philosophy|philosophy,193,German > Modern western philosophy > Philosophy and Psychology,,1,amazon.com books,2015-11-10,,,9068,,,,
123224352,Search for a Method,1,"Sartre, Jean-Paul",Author,,,"Vintage (1968), 228 pages",1968,,,,,Search for a Method by Jean-Paul Sartre (1968),Paperback,228 p.; 4.19 inches,0.31 pounds,4.19 inches,6.87 inches,0.59 inches,4.19 x 0.59 x 6.87 inches,228 ,,,,,,,"philosophy, social philosophy, social theory, dialectic, enlightenment, sarah",Your library,English,French,B819 .S3363,[0394704649],"[0394704649, 9780394704647]",Dialectical materialism|Existentialism|existentialism,111,Metaphysics > Ontology > Philosophy and Psychology,,1,amazon.com books,2015-11-10,,,165484,,,,
123224408,"Rights of Man (Penguin American Library) by Paine, Thomas(May 1, 1984) Paperback",1,"Paine, Thomas",Author,,,Penguin Classics (1700),1700,,,,,"Rights of Man (Penguin American Library) by Paine, Thomas(May 1, 1984) Paperback by Thomas Paine (1700)",Paperback,,,,,,,,,,,,,,"philosophy, politics, nature of man",Your library,,English,JC177 .B3,,,"Burke, Edmund, 1729-1797. Reflections on the Revolution in France|Burke, Edmund, 1729-1797. Reflections on the revolution in France|Burke, Edmund, 1729?-1797. Reflections on the Revolution in France|Burke, Edmund, 1729?-1797. Reflections on the revolution in France|France > Causes. > Revolution, 1789-1799|France > History > Revolution, 1789-1799 > Causes|Great Britain > Politics and government > 1760-1820|Human Rights|Human rights|Political science > Collected works",320.5,Isms > Political Science  > Political Science  > Social Sciences ,,1,amazon.com books,2015-11-10,,,63384,,,,
123224489,The Road to Serfdom: With the Intellectuals and Socialism,5,"Hayek, Friedrich A. von",Author,,,"Institute of Economic Affairs (2005), 131 pages",2005,,,,,The Road to Serfdom: With the Intellectuals and Socialism by Friedrich A. von Hayek (2005),Paperback,131 p.; 7.7 inches,0.35 pounds,7.7 inches,0.4 inches,5 inches,7.7 x 5 x 0.4 inches,131 ,,,,,,,"philosophy, social philosophy, capitalism, socialism",Your library,English,English,HD82 .H38,[0255365764],"[0255365764, 9780255365765]",,338.9,Economic Development And Growh > Economics > Production > Social Sciences ,,1,amazon.com books,2015-11-10,,,10652142,,,,
123224541,The Law of Athens: v. 2,5,"Harrison, Alick Robin Walsham",Author,"MacDowell, D. M.",Editor,"Oxford University Press (1971), 288 pages",1971,,,,,The Law of Athens: v. 2 by Alick Robin Walsham Harrison (1971),Hardcover,288 p.; 5.71 inches,,5.71 inches,8.66 inches,0.83 inches,5.71 x 0.83 x 8.66 inches,288 ,,,,,,,"philosophy, politics, greeks, ancient greece",Your library,English,English,KL4115 .A75 H37,[0198251963],"[0198251963, 9780198251965]","Law > Greece > Athens|Law, Greek",340.53,Ancient Law > Law > Law > Other Legal Traditions > Social Sciences ,,1,amazon.com books,2015-11-10,,,411675,,,,
123224583,The Communist Manifesto,5,"Marx, Karl",Author,,,"International Publishers Co (2014), Edition: New edition, 48 pages",2014,,,,,The Communist Manifesto by Karl Marx (2014),Paperback,48 p.; 5 x 0.25 inches,0.2 pounds,0.25 inches,7.75 inches,5 inches,0.25 x 5 x 7.75 inches,48 ,,,,,,,,Your library,English,German,HX39.5 .A5213,[0717802418],"[0717802418, 9780717802418]","Capitalism|Communism|Communism > Germany|Communisme|France > History > February Revolution, 1848|Marx, Karl, 1818-1883. Manifest der Kommunistischen Partei|SOCIALISM|Socialism|capitalism|socialism",335.422,Economics > Marxism > Social Sciences  > Socialism; Communism; Fascism; Anarchism,,1,amazon.com books,2015-11-10,,,1426655,,,,
123224600,"Art Since 1900 (Modernism, Anti-Modernism, Post-Modernism) 1945 to the Present (Volume 2)",1,"Foster, Hal",Author,,,Thames & Hudson (2004),2004,,5,,,"Art Since 1900 (Modernism, Anti-Modernism, Post-Modernism) 1945 to the Present (Volume 2) by Hal Foster (2004)",Paperback,10.8 inches,3.65 pounds,10.8 inches,1.2 inches,8.5 inches,10.8 x 8.5 x 1.2 inches,424 ,,,,,,,"marxism, communism, evil",Your library,English,English,NX456,[0500285357],"[0500285357, 9780500285350]",,709,Arts and Recreation > Biography And History > General Art,,1,amazon.com books,2015-11-10,,,5233294,,,,
123224609,What Art Is: The Esthetic Theory of Ayn Rand,1,"Torres, Louis",Author,,,"Open Court (2000), 523 pages",2000,,,,,What Art Is: The Esthetic Theory of Ayn Rand by Louis Torres (2000),Paperback,523 p.; 9.01 inches,1.58 pounds,9.01 inches,1.1 inches,5.95 inches,9.01 x 5.95 x 1.1 inches,523 ,,,,,,,"philosophy, philosophy of art, aesthetics, art history, art",Your library,English,English,PS3535 .A547 Z9,[0812693736],"[0812693736, 9780812693737]","Aesthetics|Aesthetics, Modern > 20th century|Art criticism|Arts, Modern > 20th century|Dance criticism|Film criticism|Literature, Modern > 20th century > History and criticism|Modernism (Aesthetics) > United States|Musical criticism|Postmodernism|Rand, Ayn > Aesthetics",813.52,1900-1944 > 20th Century > American And Canadian > Fiction > Literature,,1,amazon.com books,2015-11-10,,,14064,,,,
123224616,Art and Answerability: Early Philosophical Essays (University of Texas Press Slavic Series),1,"Bakhtin, M. M.",Author,"Holquist, Michael|Liapunov, Vadim|Brostrom, Kenneth",Editor|Translator|Translator,"University of Texas Press (1990), Edition: 1st, 384 pages",1990,,,,,Art and Answerability: Early Philosophical Essays (University of Texas Press Slavic Series) by M. M. Bakhtin (1990),Paperback,384 p.; 6 inches,1.1 pounds,6 inches,9 inches,0.88 inches,6 x 0.88 x 9 inches,384 ,,,,,,,"philosophy, philosophy of art, aesthetics, art, objectivism, rand",Your library,English,English,BH39 .B29,[0292704127],"[0292704127, 9780292704121]",Aesthetics|Literature > Philosophy|Philosophy|philosophy,111.85,Beauty > Metaphysics > Ontology > Philosophy and Psychology > Properties of being,,1,amazon.com books,2015-11-10,,,149084,,,,
123224654,The Rothko Book (Essential Artists series) by Bonnie Clearwater (2006) Paperback,5,,,,,Tate Publishing,?,,,,,The Rothko Book (Essential Artists series) by Bonnie Clearwater (2006) Paperback (?),Paperback,,,,,,,,,,,,,,"philosophy, philosophy of art, aesthetics, art",Your library,,,,,,,,,,1,amazon.com books,2015-11-10,,,16747981,,,,
123224693,The Artist's Reality: Philosophies of Art,5,"Rothko, Mark",Author,"Rothko, Kate Prizel|Rothko, Christopher",Contributor|Editor,"Yale University Press (2006), 176 pages",2006,,,,,The Artist's Reality: Philosophies of Art by Mark Rothko (2006),Paperback,176 p.; 9 inches,0.79 pounds,9 inches,0.45 inches,6.44 inches,9 x 6.44 x 0.45 inches,176 ,,,,,,,"philosophy, philosophy of art, aesthetics, art, rothko",Your library,English,English,ND237 .R725,[0300115857],"[0300115857, 9780300115857]","Painting > Philosophy|Rothko, Mark, 1903-1970 > Philosophy|Rothko, Mark, 1903-1970 > Written works",759.13,American And Canadian > Arts and Recreation > Painting > United States > Various Schools,,1,amazon.com books,2015-11-10,,,369954,,,,
123224701,Under Blue Cup,1,"Krauss, Rosalind E.",Author,,,"The MIT Press (2011), 152 pages",2011,,,,,Under Blue Cup by Rosalind E. Krauss (2011),Hardcover,152 p.; 7 inches,1.23 pounds,7 inches,9 inches,0.75 inches,7 x 0.75 x 9 inches,152 ,,,,,,,"philosophy, philosophy of art, aesthetics, art, rothko",Your library,English,English,N71 .K717,[9780262016131],"[9780262016131, 0262016133]",,701,Arts and Recreation > General Art > Theory And Instruction,,1,amazon.com books,2015-11-10,,,11783468,,,,
123224713,Participation (Documents of Contemporary Art),1,"Bishop, Claire",Editor,,,"The MIT Press (2006), 208 pages",2006,,,,,Participation (Documents of Contemporary Art) by Claire Bishop (2006),Paperback,208 p.; 6 inches,1.1 pounds,6 inches,8.5 inches,0.75 inches,6 x 0.75 x 8.5 inches,208 ,,,,,,,"philosophy, philosophy of art, aesthetics, college",Your library,English,English,NX456.5 .I57,[0262524643],"[0262524643, 9780262524643]",,700.1,Arts and Recreation > General Art > General Art > Philosophy And Psychology,,1,amazon.com books,2015-11-10,,,5009577,,,,
123224728,Failure (Whitechapel: Documents of Contemporary Art),1,"Le Feuvre, Lisa",Editor,,,"The MIT Press (2010), 238 pages",2010,,4.5,,,Failure (Whitechapel: Documents of Contemporary Art) by Lisa Le Feuvre (2010),Paperback,238 p.; 5.75 inches,1.26 pounds,5.75 inches,8.25 inches,0.9 inches,5.75 x 0.9 x 8.25 inches,238 ,,,,,,,"philosophy, philosophy of art, aesthetics, college, postmodernism, contemporary art, art history",Your library,English,English,NX650 .F33,[026251477X],"[026251477X, 9780262514774]",,709.04,20th Century > Arts and Recreation > Biography And History > By Period > General Art,,1,amazon.com books,2015-11-10,,,10008726,,,,
123224731,"The First Pop Age: Painting and Subjectivity in the Art of Hamilton, Lichtenstein, Warhol, Richter, and Ruscha",5,"Foster, Hal",Author,,,"Princeton University Press (2014), Edition: New in Paper, 352 pages",2014,,4,,,"The First Pop Age: Painting and Subjectivity in the Art of Hamilton, Lichtenstein, Warhol, Richter, and Ruscha by Hal Foster (2014)",Paperback,352 p.; 8 inches,1.6 pounds,8 inches,1.2 inches,5.5 inches,8 x 5.5 x 1.2 inches,352 ,,,,,,,"philosophy, philosophy of art, aesthetics, college, postmodernism, contemporary art, art history",Your library,English,English,ND196 .P64,[0691160988],"[0691160988, 9780691160986]",,759.06,Arts and Recreation > Painting > Various Schools,,1,amazon.com books,2015-11-10,,,11964793,,,,
123224748,Cinema 1: The Movement-Image,1,"Deleuze, Gilles",Author,,,"Univ Of Minnesota Press (1986), Edition: 1, 264 pages",1986,,,,,Cinema 1: The Movement-Image by Gilles Deleuze (1986),Paperback,264 p.; 5.5 inches,0.69 pounds,5.5 inches,8.5 inches,0.7 inches,5.5 x 0.7 x 8.5 inches,264 ,,,,,,,"philosophy, philosophy of art, aesthetics, college, postmodernism, contemporary art, art history, pop art, pop",Your library,English,English,PN1995 .D39313,[0816614008],"[0816614008, 9780816614004]",Motion pictures > Philosophy,791.4301,"Amusements and Recreation > Arts and Recreation > Film > Film, Radio, And Television  > Public Entertainments, TV, Movies > Theory And Instruction",,1,amazon.com books,2015-11-10,,,35959,,,,
123224754,The Time-Image (Cinema ),5,"Deleuze, Gilles",Author,,,"Univ Of Minnesota Press (1989), Edition: 1, 362 pages",1989,,,,,The Time-Image (Cinema ) by Gilles Deleuze (1989),Paperback,362 p.; 5.5 inches,0.92 pounds,5.5 inches,8.5 inches,0.9 inches,5.5 x 0.9 x 8.5 inches,362 ,,,,,,,"philosophy, philosophy of art, aesthetics, college, postmodernism, art history, film, deleuze",Your library,English,English,PN1995 .D396,[0816616779],"[0816616779, 9780816616770]",Motion pictures > Philosophy,791.4301,"Amusements and Recreation > Arts and Recreation > Film > Film, Radio, And Television  > Public Entertainments, TV, Movies > Theory And Instruction",,1,amazon.com books,2015-11-10,,,35960,,,,
123224789,Philosophies of Art and Beauty. Selected Readings in Aesthetics from Plato to Heidegger. [Modern Library Giant G90],1,"Albert; Kuhns, Richard Hofstadter",Author,,,The Modern Library (1964),1964,,,,,Philosophies of Art and Beauty. Selected Readings in Aesthetics from Plato to Heidegger. [Modern Library Giant G90] by Richard Hofstadter Albert; Kuhns (1964),Hardcover,,,,,,,,,,,,,,"philosophy, philosophy of art, aesthetics, college, postmodernism, art history, film, deleuze",Your library,,,,,,,,,,1,amazon.com books,2015-11-10,,,16747999,,,,
123224803,Aspects of Art,1,"Schorr, Justin.",Author,,,"- (1967), Edition: First",1967,,,,,Aspects of Art by Justin. Schorr (1967),Hardcover,8.3 inches,0.7 pounds,8.3 inches,0.9 inches,5.6 inches,8.3 x 5.6 x 0.9 inches,,,,,,,,"philosophy, philosophy of art, aesthetics, college, postmodernism, art history, film, deleuze",Your library,,,,,,,,,,1,amazon.com books,2015-11-10,,,16748001,,,,
123224817,The Relevance of the Beautiful and Other Essays,5,"Gadamer, Hans-Georg",Author,"Bernasconi, Robert|Walker, Nicholas",Editor|Translator,"Cambridge University Press (1987), 220 pages",1987,,,,,The Relevance of the Beautiful and Other Essays by Hans-Georg Gadamer (1987),Paperback,220 p.; 5.43 inches,0.65 pounds,5.43 inches,8.5 inches,0.51 inches,5.43 x 0.51 x 8.5 inches,220 ,,,,,,,"philosophy, philosophy of art, aesthetics",Your library,English,German,B3248 .G34,[0521339537],"[0521339537, 9780521339537]",Aesthetics,111.85,Beauty > Metaphysics > Ontology > Philosophy and Psychology > Properties of being,,1,amazon.com books,2015-11-10,,,98229,,,,
123224839,On the Aesthetic Education of Man (Dover Books on Western Philosophy),1,"Schiller, Friedrich",Author,"Snell, Reginald",Translator,"Dover Publications (2004), Edition: First Edition Thus, 160 pages",2004,,4,,,On the Aesthetic Education of Man (Dover Books on Western Philosophy) by Friedrich Schiller (2004),Paperback,160 p.; 8.52 inches,0.39 pounds,8.52 inches,0.34 inches,5.62 inches,8.52 x 5.62 x 0.34 inches,160 ,,,,,,,"philosophy, philosophy of art, aesthetics",Your library,English,English,BH183 .S25,[0486437396],"[0486437396, 9780486437392]","Aesthetics > Early works to 1800|Aesthetics, Modern|Aesthetics, Modern > 18th century|Schiller, Friedrich, 1759-1805 > Correspondence",111.85,Beauty > Metaphysics > Ontology > Philosophy and Psychology > Properties of being,,1,amazon.com books,2015-11-10,,,351671,,,,
123224848,The Sense of Beauty: Being the Outline of Aesthetic Theory,5,"Santayana, George",Author,,,"Dover Publications (1955), 192 pages",1955,,5,,,The Sense of Beauty: Being the Outline of Aesthetic Theory by George Santayana (1955),Paperback,192 p.; 8.49 inches,0.46 pounds,8.49 inches,0.39 inches,5.4 inches,8.49 x 5.4 x 0.39 inches,192 ,,,,,,,"philosophy, philosophy of art, aesthetics, ethics, nature of man, psychoepistemology, sense of life",Your library,English,English,B945 .S23,[0486202380],"[0486202380, 9780486202389]",Aesthetics|aesthetics,111.85,Beauty > Metaphysics > Ontology > Philosophy and Psychology > Properties of being,,1,amazon.com books,2015-11-10,,,98255,,,,
123224889,Reason in Common Sense: The Life of Reason Volume 1 (v. 1),1,"Santayana, George",Author,,,"Dover Pubns (1980), 205 pages",1980,,,,,Reason in Common Sense: The Life of Reason Volume 1 (v. 1) by George Santayana (1980),Paperback,205 p.; 7.9 inches,0.7 pounds,7.9 inches,0.7 inches,5.3 inches,7.9 x 5.3 x 0.7 inches,205 ,,,,,,,"philosophy, philosophy of art, aesthetics",Your library,English,English,B945 .S2,[0486239195],"[0486239195, 9780486239194]",,191,American > Modern western philosophy > Philosophy and Psychology,,1,amazon.com books,2015-11-10,,,358032,,,,
123224929,"The Life of Reason; or, The Phases of Human Progress Volume 3",5,"Santayana, George",Author,,,"Andesite Press (2015), 290 pages",2015,,,,,"The Life of Reason; or, The Phases of Human Progress Volume 3 by George Santayana (2015)",Hardcover,290 p.; 6.14 inches,1.28 pounds,6.14 inches,9.21 inches,0.69 inches,6.14 x 0.69 x 9.21 inches,290 ,,,,,,,"philosophy, reason, life, reasoning, philosophy of art, art",Your library,English,English,B945 .S23,[1297793455],"[1297793455, 9781297793455]",Philosophy|philosophy,191,American > Modern western philosophy > Philosophy and Psychology,,1,amazon.com books,2015-11-10,,,969190,,,,
123224948,Introductory Lectures on Aesthetics (Penguin Classics),1,"Hegel, Georg Wilhelm Friedr",Author,"Inwood, Michael|Bosanquet, Bernard",Editor|Translator,"Penguin Classics (1994), 240 pages",2004,,4,,,Introductory Lectures on Aesthetics (Penguin Classics) by Georg Wilhelm Friedr Hegel (2004),Paperback,240 p.; 5.1 inches,0.35 pounds,5.1 inches,7.8 inches,0.61 inches,5.1 x 0.61 x 7.8 inches,240 ,,,,,,,"philosophy, reason, life, reasoning, philosophy of art, art",Your library,English,English,N64 .H4213,[014043335X],"[014043335X, 9780140433357]",Aesthetics|aesthetics,701.17,Aesthetics > Arts and Recreation > General Art > Theory And Instruction,,1,amazon.com books,2015-11-10,,,9238,,,,
123224960,"The Sickness Unto Death: A Christian Psychological Exposition For Upbuilding And Awakening (Kierkegaard's Writings, Vol 19) (v. 19)",5,"Kierkegaard, Soren",Author,"Hong, Howard V.|Hong, Edna H.",Editor|Editor,"Princeton University Press (1983), 201 pages",1983,,,,,"The Sickness Unto Death: A Christian Psychological Exposition For Upbuilding And Awakening (Kierkegaard's Writings, Vol 19) (v. 19) by Soren Kierkegaard (1983)",Paperback,201 p.; 8.45 inches,0.6 pounds,8.45 inches,0.6 inches,5.41 inches,8.45 x 5.41 x 0.6 inches,201 ,,,,,,,"philosophy, philosophy of art, aesthetics, theory, aesthetic theory, hegel, art history",Your library,English,English,BT715 .K5313,[0691020280],"[0691020280, 9780691020280]",0,248.3,Christian Life > Christian practice and observance > Prayer and private worship > Religion ,,1,amazon.com books,2015-11-10,,,9852,,,,
123224961,"Fear and Trembling/Repetition : Kierkegaard's Writings, Vol. 6",1,"Kierkegaard, Søren",Author,"Hong, Howard V.|Hong, Edna H.",Translator|Translator,"Princeton University Press (1983), Edition: New Ed, 420 pages",1983,,,,,"Fear and Trembling/Repetition : Kierkegaard's Writings, Vol. 6 by Søren Kierkegaard (1983)",Paperback,420 p.; 8.45 inches,1.5 pounds,8.45 inches,1.12 inches,5.49 inches,8.45 x 5.49 x 1.12 inches,420 ,,,,,,,"philosophy, existentialism, religious existentialism",Your library,English,English,BR100 .K52,[0691020264],"[0691020264, 9780691020266]",Christianity > Philosophy,198.9,Denmark; Finland > Modern western philosophy > Philosophy and Psychology > Scandinavian,,1,amazon.com books,2015-11-10,,,5274,,,,
